skill_id	prereq_id	source	type
khan.model-with-one-step-equations-and-solve	khan.translate-one-step-equations-and-solve--basic-	khan	prerequisite
khan.model-with-one-step-equations-and-solve	khan.equations-in-one-variable-1	khan	prerequisite
khan.function-rules-from-equations	khan.functions_1	khan	prerequisite
khan.selecting-procedures-for-calculating-limits-3	khan.selecting-procedures-for-calculating-limits-2	khan	prerequisite
khan.telling-time-word-problems	khan.time-differences	khan	prerequisite
khan.telling-time-word-problems	khan.unit-sense	khan	prerequisite
khan.equivalent-expressions-with-percent-problems	khan.equivalent-representations-of-percent-problems	khan	prerequisite
khan.area-polar-calculator-active	khan.area-between-two-polar-curves	khan	prerequisite
khan.relate-double-numbers-lines-and-ratio-tables	khan.ratios-with-double-number-lines	khan	prerequisite
khan.stretch-and-shrink-parabolas	khan.shift-parabolas	khan	prerequisite
khan.understanding-remainders	khan.division_1.5	khan	prerequisite
khan.testing-solutions-of-inequalities	khan.number_line_2	khan	prerequisite
khan.testing-solutions-of-inequalities	khan.ordering-rational-numbers	khan	prerequisite
khan.connecting-limits-and-graphical-behavior	khan.one-sided-limits-from-graphs	khan	prerequisite
khan.power-rule-intro	khan.basic-differentiation-rules	khan	prerequisite
khan.graphing-exponential-growth-intro	khan.interpret-exponential-expressions-word-problems	khan	prerequisite
khan.separable-differential-equations-find-the-error	khan.introduction-to-differential-equations-and-initial-value-problems	khan	prerequisite
khan.separable-differential-equations-find-the-error	khan.u-substitution--definite-integrals	khan	prerequisite
khan.solve-quadratics-by-taking-square-roots-intro	khan.adding_and_subtracting_radicals	khan	prerequisite
khan.solve-quadratics-by-taking-square-roots-intro	khan.zero-product-property	khan	prerequisite
khan.add-decimals-visually	khan.estimating-with-adding-decimals	khan	prerequisite
khan.add-decimals-visually	khan.decimal-intuition-with-grids	khan	prerequisite
khan.divide-decimals-visually	khan.decimal-intuition-with-grids	khan	prerequisite
khan.divide-decimals-visually	khan.estimating-with-dividing-decimals	khan	prerequisite
khan.equations-with-square-roots---cube-roots--decimals---fractions	khan.roots-of-decimals-and-fractions	khan	prerequisite
khan.relate-fractions--decimals--and-percents	khan.percents-from-fraction-models	khan	prerequisite
khan.ratios-on-coordinate-plane	khan.solving-ratio-problems-with-tables	khan	prerequisite
khan.right-triangle-side-lengths	khan.pythagorean_theorem_1	khan	prerequisite
khan.right-triangle-side-lengths	khan.use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	khan	prerequisite
khan.multiply-powers	khan.exponents	khan	prerequisite
khan.parametric-curve-arc-length	khan.circles_and_arcs	khan	prerequisite
khan.integral-test	khan.nth-term-test	khan	prerequisite
khan.integral-test	khan.improper-integrals	khan	prerequisite
khan.identify-symmetrical-figures	khan.axis_of_symmetry	khan	prerequisite
khan.stretch-and-shrink-absolute-value-graphs	khan.shift-absolute-value-graphs	khan	prerequisite
khan.washer-method-other-axes	khan.the-washer-method	khan	prerequisite
khan.washer-method-other-axes	khan.disc-method-other-axes	khan	prerequisite
khan.sigma-notation	khan.evaluating-basic-sigma-notation	khan	prerequisite
khan.find-volume-by-multiplying-area-of-base-times-height	khan.volume-formula-intuition	khan	prerequisite
khan.missing-number-within-20--add-and-subtract-	khan.addition_2	khan	prerequisite
khan.missing-number-within-20--add-and-subtract-	khan.subtraction_2	khan	prerequisite
khan.part-part-whole-ratios	khan.equivalent-ratios	khan	prerequisite
khan.exponential-growth-vs-decay	khan.graphing-exponential-growth-intro	khan	prerequisite
khan.analyzing-related-rates-problems-equations	khan.analyzing-related-rates-problems-expressions	khan	prerequisite
khan.conditions-for-mvt--graph	khan.conditions-for-ivt-and-evt-table	khan	prerequisite
khan.signs-of-expressions	khan.adding_negative_numbers	khan	prerequisite
khan.signs-of-expressions	khan.adding_and_subtracting_negative_numbers	khan	prerequisite
khan.divide-fractions-by-whole-numbers	khan.dividing_fractions_0.5	khan	prerequisite
khan.equivalent-representations-of-percent-problems	khan.converting_percents_to_decimals	khan	prerequisite
khan.equivalent-representations-of-percent-problems	khan.converting-between-fractions-and-percents	khan	prerequisite
khan.equivalent-expressions-with-common-denominators	assistments.48	khan	prerequisite
khan.volume-and-surface-area-word-problems	khan.volume_1	khan	prerequisite
khan.volume-and-surface-area-word-problems	csp.6.LP8.2.2	khan	prerequisite
khan.compare-decimals-word-problems	khan.comparing_decimals_2	khan	prerequisite
khan.exponents-in-expressions	khan.exponents	khan	prerequisite
khan.exponential-vs-linear-growth	khan.geometric_sequences_2	khan	prerequisite
khan.limits-of-combined-functions-sums	khan.connecting-limits-and-graphical-behavior	khan	prerequisite
khan.mapping-shapes	khan.transformation-preserved-properties	khan	prerequisite
khan.mapping-shapes	khan.performing-reflections-on-the-coordinate-plane	khan	prerequisite
khan.mapping-shapes	khan.rotate-points--basic-	khan	prerequisite
khan.finding-missing-factors--1-digit-multiplication-	khan.multiplication_0.5	khan	prerequisite
khan.finding-missing-factors--1-digit-multiplication-	khan.division_0.5	khan	prerequisite
khan.explore-behaviors-of-implicit-relations	khan.second-derivatives	khan	prerequisite
khan.explore-behaviors-of-implicit-relations	khan.analyze-points-of-inflection-algebraic	khan	prerequisite
khan.2-step-estimation-word-problems	khan.arithmetic_word_problems	khan	prerequisite
khan.2-step-estimation-word-problems	khan.rounding-to-the-nearest-ten-or-hundred	khan	prerequisite
khan.key-features-quadratics	khan.graphing_parabolas_1	khan	prerequisite
khan.estimate-multi-digit-division-problems	khan.dividing-by-taking-out-factors-of-10	khan	prerequisite
khan.interpret-two-step-equation-word-problems	khan.linear_equations_2	khan	prerequisite
khan.divide-powers	khan.exponents	khan	prerequisite
khan.divide-powers	khan.multiply-powers	khan	prerequisite
khan.indirect-measurement	khan.order-by-length	khan	prerequisite
khan.indirect-measurement	khan.which-has-more-	khan	prerequisite
khan.translate-one-step-equations-and-solve--basic-	khan.one_step_equations	khan	prerequisite
khan.translate-one-step-equations-and-solve--basic-	khan.linear_equations_1	khan	prerequisite
khan.u-substitution-defining-u	khan.evaluating-definite-integrals-2	khan	prerequisite
khan.understand-subtraction-as-adding-the-opposite	khan.signs-of-sums	khan	prerequisite
khan.understand-subtraction-as-adding-the-opposite	khan.adding_negative_numbers	khan	prerequisite
khan.graph-a-2-variable-relationship	khan.write-a-2-variable-relationship	khan	prerequisite
khan.graph-a-2-variable-relationship	khan.create-a-table-or-coordinates-from-a-given-rule	khan	prerequisite
khan.graph-a-2-variable-relationship	khan.identify-points-on-a-line	khan	prerequisite
khan.linear-equations-word-problems	khan.functions_1	khan	prerequisite
khan.identify-transformations	khan.polygons-in-the-coordinate-plane	khan	prerequisite
khan.dividing-negative-numbers	khan.division_0.5	khan	prerequisite
khan.avg-rate-of-change-graphs-tables	khan.interpret-features-func-2	khan	prerequisite
khan.equivalent-ratios	khan.representing-ratios	khan	prerequisite
khan.ratios-and-units-of-measurement	khan.ratio_word_problems	khan	prerequisite
khan.divide-whole-numbers-by-fractions	khan.dividing_fractions	khan	prerequisite
khan.subtract-decimals-visually	khan.decimal-intuition-with-grids	khan	prerequisite
khan.subtract-decimals-visually	khan.estimating-with-subtracting-decimals	khan	prerequisite
khan.manipulating-functions-before-differentiation	khan.differentiating-functions--find-the-error	khan	prerequisite
khan.zero-product-property	khan.factoring_polynomials_by_grouping_1	khan	prerequisite
khan.identify-geometric-solids--3d-figures-	khan.recognizing-shapes	khan	prerequisite
khan.identify-geometric-solids--3d-figures-	khan.identify-parts-of-3d-shapes	khan	prerequisite
khan.differentiate-polar-functions	khan.second-derivatives	khan	prerequisite
khan.factor-quadratics-sp	khan.factoring-polynomials	khan	prerequisite
khan.factor-quadratics-sp	khan.multiply-binomials-coefficient	khan	prerequisite
khan.intro-to-percents	khan.decimal-intuition-with-grids	khan	prerequisite
khan.defining-reflections	khan.performing-reflections-on-the-coordinate-plane	khan	prerequisite
khan.defining-reflections	khan.defining-rotations	khan	prerequisite
khan.represent-2-step-word-problems-using-equations	khan.letters-and-symbols-in-multiplication-and-division-equations	khan	prerequisite
khan.represent-2-step-word-problems-using-equations	khan.arithmetic_word_problems	khan	prerequisite
khan.represent-multi-step-word-problems-using-equations	khan.arithmetic_word_problems	khan	prerequisite
khan.represent-multi-step-word-problems-using-equations	khan.letters-and-symbols-in-multiplication-and-division-equations	khan	prerequisite
khan.analyzing-related-rates-problems-expressions	khan.applications-of-differentiation-in-biology--economics--physics--etc	khan	prerequisite
khan.analyzing-related-rates-problems-expressions	khan.particle-motion	khan	prerequisite
khan.creating-tables-to-approximate-limits	khan.connecting-limits-and-graphical-behavior	khan	prerequisite
khan.explore-scale-copies	khan.understand-equivalent-ratios	khan	prerequisite
khan.compare-multi-digit-numbers-word-problems	khan.comparing-multi-digit-numbers	khan	prerequisite
khan.estimate-multi-digit-multiplication-problems	khan.multiplying-by-taking-out-factors-of-10	khan	prerequisite
khan.functions_1	khan.linear_equations_3	khan	prerequisite
khan.rotate-points--basic-	khan.defining-translations	khan	prerequisite
khan.create-two-variable-equations-from-real-world-contexts	khan.complete-a-table-from-a-two-variable-equation	khan	prerequisite
khan.create-two-variable-equations-from-real-world-contexts	khan.equations-in-one-variable-1	khan	prerequisite
khan.create-two-variable-equations-from-real-world-contexts	khan.writing_expressions_1	khan	prerequisite
khan.analyzing-discontinuities-graphical	khan.connecting-limits-and-graphical-behavior	khan	prerequisite
khan.relative-position	khan.naming-shapes	khan	prerequisite
khan.use-area-of-squares-to-visualize-pythagorean-theorem	khan.area_of_triangles_1	khan	prerequisite
khan.use-area-of-squares-to-visualize-pythagorean-theorem	khan.area_of_squares_and_rectangles	khan	prerequisite
khan.derivatives-of-ex-and-lnx	khan.differentiate-radical-functions-intro	khan	prerequisite
khan.powers-of-powers-int-exp	khan.multiply-powers	khan	prerequisite
khan.powers-of-powers-int-exp	khan.powers-of-powers	khan	prerequisite
khan.powers-of-powers-int-exp	khan.divide-powers	khan	prerequisite
khan.analyzing-motion-problems-integral-calc	khan.u-substitution--definite-integrals	khan	prerequisite
khan.analyzing-motion-problems-integral-calc	khan.particle-motion	khan	prerequisite
khan.meaning-of-the-derivative-in-context	khan.differentiability-at-a-point-algebraic	khan	prerequisite
khan.arithmetic_word_problems	khan.multiplication_0.5	khan	prerequisite
khan.arithmetic_word_problems	khan.division_0.5	khan	prerequisite
khan.round-whole-numbers-word-problems	khan.rounding_whole_numbers	khan	prerequisite
khan.one-step-equations-with-negatives--add---subtract-	khan.adding_negative_numbers	khan	prerequisite
khan.one-step-equations-with-negatives--add---subtract-	khan.adding_and_subtracting_negative_numbers	khan	prerequisite
khan.one-step-equations-with-negatives--add---subtract-	khan.one_step_equations	khan	prerequisite
khan.make-bar-graphs-1	khan.solving-problems-with-bar-graphs-1	khan	prerequisite
khan.logistic-differential-equation	khan.diff-eq-exponential-models-word-problems	khan	prerequisite
khan.differentiate-composite-functions-intro	khan.identify-composite-functions	khan	prerequisite
khan.differentiate-composite-functions-intro	khan.differentiate-basic-trigonometric-functions	khan	prerequisite
khan.relate-scale-drawings-to-area	lightcast.BGS465EAAE87E2DFFDD2	khan	prerequisite
khan.surface-area-word-problems	csp.6.LP8.2.2	khan	prerequisite
khan.area-bounded-by-polar-curves-intro	khan.volumes-of-solids-of-known-cross-section	khan	prerequisite
khan.intro-to-factoring-perfect-squares	khan.finding-special-products	khan	prerequisite
khan.intro-to-factoring-perfect-squares	khan.factoring_polynomials_by_grouping_1	khan	prerequisite
khan.create-double-number-lines	khan.representing-ratios	khan	prerequisite
khan.continuous-functions--graphs	khan.continuity-at-a-point-algebraic	khan	prerequisite
khan.one-sided-limits-from-tables	khan.one-sided-limits-from-graphs	khan	prerequisite
khan.estimate-to-add-multi-digit-whole-numbers-	khan.rounding-to-the-nearest-ten-or-hundred	khan	prerequisite
khan.estimate-to-add-multi-digit-whole-numbers-	csp.1.NBT.B.5	khan	prerequisite
khan.find-surface-area-by-adding-areas-of-faces	khan.nets-of-3d-figures	khan	prerequisite
khan.find-length-when-given-area-of-a-triangle	khan.area_of_triangles_1	khan	prerequisite
khan.limits-at-infinity-graphical	khan.unbounded-limits-graphical	khan	prerequisite
khan.key-features-quadratics	khan.graph-quadratic-functions-in-factored-form	khan	prerequisite
khan.one-step-equations-with-negatives--add---subtract-	khan.multiplying_and_dividing_negative_numbers	khan	prerequisite
khan.one-step-equations-with-negatives--add---subtract-	khan.linear_equations_1	khan	prerequisite
khan.use-pythagorean-theorem-to-find-area-and-perimeter	khan.pythagorean_theorem_1	khan	prerequisite
khan.tangents-to-polar-curves	khan.differentiate-polar-functions	khan	prerequisite
khan.percents-from-fraction-models	khan.intro-to-percents	khan	prerequisite
khan.converting-fraction-to-percents	khan.relate-fractions--decimals--and-percents	khan	prerequisite
khan.round-decimals-word-problems	csp.DM.CG.8	khan	prerequisite
khan.round-decimals-word-problems	khan.rounding-decimals-using-a-number-line	khan	prerequisite
mooccubex.math.洛必达法则	khan.lhopitals_rule	khan	prerequisite
khan.identify-quadrilaterals	khan.recognizing-shapes	khan	prerequisite
khan.understand-equivalent-ratios	khan.equivalent-ratios	khan	prerequisite
khan.taylor-polynomial-approximation	khan.finding-taylor-series	khan	prerequisite
khan.greatest-common-factor-of-monomials	khan.factoring-monomials	khan	prerequisite
khan.ratios-with-double-number-lines	khan.create-double-number-lines	khan	prerequisite
khan.area-of-right-triangles	khan.find-base-and-height-on-a-triangle	khan	prerequisite
khan.selecting-procedures-for-calculating-limits-2	khan.conditions-for-using-direct-substitution	khan	prerequisite
khan.limits-intro	khan.comparing-features-of-functions-2	khan	prerequisite
khan.find-base-and-height-on-a-triangle	csp.G6SS1.3.2	khan	prerequisite
khan.find-base-and-height-on-a-triangle	khan.recognizing-shapes	khan	prerequisite
khan.determine-absolute-or-conditional-convergence	khan.ratio-test	khan	prerequisite
khan.analyze-functions-calculator-active	khan.analyze-points-of-inflection-algebraic	khan	prerequisite
khan.identify-proportional-relationships-from-graphs	khan.analyzing-and-identifying-proportional-relationships-2	khan	prerequisite
khan.exponential-model-equations	khan.separable-differential-equations	khan	prerequisite
khan.time-differences	khan.telling_time	khan	prerequisite
khan.interpret-multiplying-fraction-and-whole-number-word-problems	khan.multiplying-fractions-and-whole-numbers-word-problems	khan	prerequisite
khan.metric-conversions-word-problems	khan.measurement-units	khan	prerequisite
khan.dilations-preserved-properties	khan.dilations	khan	prerequisite
csp.6.LP5.3.2	khan.equivalent-ratios	khan	prerequisite
khan.ratios-with-tape-diagrams	khan.representing-ratios	khan	prerequisite
khan.telling-time-on-the-number-line	csp.3.LP4.3.1	khan	prerequisite
khan.volumes-with-triangles-and-semicircles-cross-sections	khan.volumes-of-solids-of-known-cross-section	khan	prerequisite
khan.relate-repeated-addition-to-multiplication	khan.meaning-of-multiplication	khan	prerequisite
khan.relate-repeated-addition-to-multiplication	khan.repeated-addition	khan	prerequisite
khan.identify-composite-functions	khan.evaluate-composite-functions-from-formulas	khan	prerequisite
khan.create-equations-to-solve-for-missing-angles	khan.find-missing-angles	khan	prerequisite
khan.applications-of-integration-calculator-active	khan.indefinite-integrals	khan	prerequisite
khan.applications-of-integration-calculator-active	khan.average-value-of-a-function	khan	prerequisite
khan.applications-of-integration-calculator-active	khan.particle-motion	khan	prerequisite
khan.applications-of-integration-calculator-active	khan.net-change-algebraic	khan	prerequisite
khan.divide-mixed-numbers	khan.dividing_fractions_1.5	khan	prerequisite
khan.scale-copies	khan.identify-scale-copies	khan	prerequisite
khan.pythagorean-theorem-word-problems--basic	khan.pythagorean_theorem_1	khan	prerequisite
khan.pythagorean-theorem-word-problems--basic	khan.use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	khan	prerequisite
khan.limit-comparison-test	khan.direct-and-limit-comparison-tests	khan	prerequisite
khan.multiply-binomials-area-model	khan.finding-the-product-of-a-monomial-and-a-polynomial	khan	prerequisite
khan.identify-scale-copies	khan.explore-scale-copies	khan	prerequisite
khan.graphs-of-inequalities	khan.testing-solutions-of-inequalities	khan	prerequisite
khan.exponential-expressions-word-problems-algebraic	khan.understanding-linear-and-exponential-models	khan	prerequisite
khan.read-line-plots	khan.solving-problems-with-line-plots-1	khan	prerequisite
khan.us-customary-conversion-word-problems	khan.measurement-units	khan	prerequisite
khan.equivalent-expressions-with-negative-numbers-and-varables	khan.integer-addition-and-subtraction	khan	prerequisite
khan.equivalent-expressions-with-negative-numbers-and-varables	khan.properties-of-multiplication-with-negative-numbers	khan	prerequisite
khan.decimals-on-the-number-line--hundredths-0-1	khan.decimals_on_the_number_line_1	khan	prerequisite
khan.quadratics-by-taking-square-roots-with-steps	khan.understanding-the-equation-solving-process	khan	prerequisite
khan.decimals-on-the-number-line-1	khan.number_line	khan	prerequisite
khan.decimals-on-the-number-line-1	khan.decimal-intuition-with-grids	khan	prerequisite
khan.conditions-for-ivt-and-evt-graph	khan.differentiate-logarithmic-functions	khan	prerequisite
khan.shift-absolute-value-graphs	khan.writing-the-equation-of-a-line-in-any-form	khan	prerequisite
khan.shift-absolute-value-graphs	khan.interpret-features-func-2	khan	prerequisite
khan.justification-using-first-derivative-test	khan.extreme-value-theorem	khan	prerequisite
khan.multiply-decimals-visually	khan.estimating-with-multiplying-decimals	khan	prerequisite
khan.multiply-decimals-visually	khan.decimal-intuition-with-grids	khan	prerequisite
khan.equivalent-expressions-with-common-denominators	khan.common-denominators	khan	prerequisite
khan.equivalent-expressions-with-common-denominators	khan.adding_fractions_with_common_denominators	khan	prerequisite
khan.use-pythagorean-theorem-to-find-side-lengths-on-isosceles-triangles	khan.pythagorean_theorem_1	khan	prerequisite
khan.write-differential-equations	khan.meaning-of-the-derivative-in-context	khan	prerequisite
khan.conditions-for-using-direct-substitution	khan.find-limits-using-trig-identities	khan	prerequisite
khan.conditions-for-using-direct-substitution	khan.limits_2	khan	prerequisite
khan.relate-fractions-to-1	khan.recognizing_fractions_0.5	khan	prerequisite
khan.relate-fractions-to-1	khan.fractions_on_the_number_line_1	khan	prerequisite
khan.area-between-two-polar-curves	khan.area-enclosed-by-polar-graphs	khan	prerequisite
khan.interpret-exponential-expressions-word-problems	khan.exponential-expressions-word-problems-algebraic	khan	prerequisite
khan.powers-of-powers-int-exp	khan.exponent_rules	khan	prerequisite
khan.identify-points-on-a-line	khan.create-a-table-or-coordinates-from-a-given-rule	khan	prerequisite
khan.identify-points-on-a-line	khan.identify-coordinates	khan	prerequisite
khan.p-series	khan.integral-test	khan	prerequisite
khan.write-a-2-variable-relationship	khan.create-a-table-or-coordinates-from-a-given-rule	khan	prerequisite
khan.write-a-2-variable-relationship	khan.graphing_points	khan	prerequisite
khan.write-a-2-variable-relationship	khan.patterns	khan	prerequisite
khan.conditions-for-mvt-table	khan.mean-value-theorem	khan	prerequisite
khan.horizontal-and-vertical-lines	khan.slope-from-two-points	khan	prerequisite
khan.reverse-power-rule-rewriting	khan.integration	khan	prerequisite
khan.multi-step-estimation-word-problems	khan.rounding-to-the-nearest-ten-or-hundred	khan	prerequisite
khan.multi-step-estimation-word-problems	khan.arithmetic_word_problems	khan	prerequisite
khan.identify-parts-of-3d-shapes	khan.recognizing-shapes	khan	prerequisite
khan.identify-parts-of-3d-shapes	khan.area_of_triangles_1	khan	prerequisite
khan.justification-using-second-derivative	khan.justification-using-first-derivative-test	khan	prerequisite
khan.justification-using-second-derivative	khan.analyze-points-of-inflection-algebraic	khan	prerequisite
khan.differentiating-using-multiple-rules-strategy	khan.manipulating-functions-before-differentiation	khan	prerequisite
khan.make-picture-graphs-1	khan.solving-problems-with-picture-graphs-1	khan	prerequisite
khan.match-equations-to-coordinates-on-a-line	khan.identify-points-on-a-line	khan	prerequisite
khan.connecting-function-and-derivatives	khan.justification-using-second-derivative	khan	prerequisite
khan.transformation-preserved-properties	khan.identify-transformations	khan	prerequisite
khan.transformation-preserved-properties	khan.find-measures-using-rigid-transformations	khan	prerequisite
khan.identify-separable-equations	khan.separable-equations	khan	prerequisite
khan.slope-fields-and-solutions	khan.slope-fields	khan	prerequisite
khan.area-between-a-curve-and-the-y-axis	khan.find-the-area-between-two-curves	khan	prerequisite
khan.disc-method-other-axes	khan.the-disk-method	khan	prerequisite
mooccubex.psy.样本	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.DBSCAN	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Biclustering	alcpl	prerequisite
opensalt.S.DA	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.OPTICS_algorithm	alcpl	prerequisite
mooccubex.math.似然函数	metacademy.maximum_likelihood	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	alcpl.data_mining.Multiclass_classification	alcpl	prerequisite
csp.AFDA.6.a	alcpl.data_mining.Decision_tree_model	alcpl	prerequisite
csp.AFDA.6.a	metacademy.random_forests	alcpl	prerequisite
lightcast.KS121YL65WGC33FY3HZQ	lightcast.KS1285Z663564K2GB93Y	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
assistments.13	alcpl.data_mining.Interquartile_range	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.F1_score	alcpl	prerequisite
csp.CSRB.Y1.11.3.c	alcpl.data_mining.Data_mining	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	lightcast.KS120HN74DS7P7PZF5YG	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS120NN6SBW45D10MY36	alcpl	prerequisite
alcpl.data_mining.Statistical_population	alcpl.data_mining.F1_score	alcpl	prerequisite
alcpl.data_mining.Ensemble_learning	metacademy.ada_boost	alcpl	prerequisite
csp.AFDA.6.a	metacademy.maximum_likelihood	alcpl	prerequisite
assistments.13	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
alcpl.data_mining.Statistical_dispersion	alcpl.data_mining.Interquartile_range	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	lightcast.KS124X068YJ0G5QD5LSZ	alcpl	prerequisite
csp.EC.4.e	opensalt.ETS-LS.C2	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.OPTICS_algorithm	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.K-medoids	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.K-medoids	alcpl	prerequisite
alcpl.data_mining.Prior_probability	metacademy.bayesian_networks	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	lightcast.KS124PV771999TSBBMM0	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	alcpl.data_mining.F1_score	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.Biclustering	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.Biclustering	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	alcpl.data_mining.Sensitivity_and_specificity	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	alcpl.data_mining.Data_mining	alcpl	prerequisite
metacademy.decision_trees	lightcast.KS121YL65WGC33FY3HZQ	alcpl	prerequisite
alcpl.data_mining.Type_I_and_type_II_errors	metacademy.precision_recall	alcpl	prerequisite
opensalt.S.DA	lightcast.KS126MC74DDPFPRS09SS	alcpl	prerequisite
metacademy.maximum_likelihood	lightcast.KS123G86X0F9M0MVCB96	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.Clustering_high-dimensional_data	alcpl	prerequisite
lightcast.KS122ZH71HN3JMGYNBS7	lightcast.KS440TX60M30B0XS9R7N	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	metacademy.precision_recall	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	lightcast.KS121YL65WGC33FY3HZQ	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KS121YL65WGC33FY3HZQ	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	alcpl.data_mining.DBSCAN	alcpl	prerequisite
lightcast.KS126SS5YDNKPGB51LY1	alcpl.data_mining.Least_squares	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	lightcast.KS124PV771999TSBBMM0	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.Data_mining	alcpl	prerequisite
alcpl.data_mining.Statistical_population	metacademy.precision_recall	alcpl	prerequisite
lightcast.KS121YL65WGC33FY3HZQ	metacademy.random_forests	alcpl	prerequisite
alcpl.data_mining.Posterior_probability	metacademy.bayesian_networks	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	alcpl.data_mining.Clustering_high-dimensional_data	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS122105W5GD519MZVDQ	alcpl	prerequisite
lightcast.KS127LW76MZXFHNR843M	alcpl.data_mining.Decision_tree_model	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.DBSCAN	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	metacademy.precision_recall	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS123G86X0F9M0MVCB96	alcpl	prerequisite
lightcast.KS1228M5YLL3CMH7F73K	alcpl.data_mining.Type_I_and_type_II_errors	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	lightcast.KS4413Q6MBGFCJV0LXC5	alcpl	prerequisite
lightcast.KS126SS5YDNKPGB51LY1	lightcast.KS127XB6MB3S8700W38S	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS121YL65WGC33FY3HZQ	alcpl	prerequisite
csp.AFDA.6.a	lightcast.KS127XB6MB3S8700W38S	alcpl	prerequisite
opensalt.S.DA	alcpl.data_mining.DBSCAN	alcpl	prerequisite
alcpl.data_mining.False_positives_and_false_negatives	alcpl.data_mining.Sensitivity_and_specificity	alcpl	prerequisite
lightcast.KSEORFQZS47N2SVTRSI6	alcpl.data_mining.Clustering_high-dimensional_data	alcpl	prerequisite
mooccubex.math.似然函数	metacademy.bayesian_networks	alcpl	prerequisite
csp.EC.4.e	lightcast.KS1249566FV5RQSV6XKD	alcpl	prerequisite
lightcast.KS1249566FV5RQSV6XKD	opensalt.ETS-LS.C2	alcpl	prerequisite
csp.AFDA.6.a	mooccubex.math.贝叶斯公式	alcpl	prerequisite
lightcast.KS122105W5GD519MZVDQ	lightcast.KSYCVNF7JZ2WR6LZUF9O	alcpl	prerequisite
mooccubex.psy.样本	lightcast.KS1228M5YLL3CMH7F73K	alcpl	prerequisite
mooccubex.psy.样本	lightcast.KS124X068YJ0G5QD5LSZ	alcpl	prerequisite
alcpl.data_mining.Correlation_and_dependence	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
csp.EC.4.e	alcpl.data_mining.Fitness_function	alcpl	prerequisite
metacademy.conditional_independence	lightcast.KS120Y46KRD66D2SZNC6	alcpl	prerequisite
mooccubex.math.算术平均	alcpl.data_mining.Least_squares	alcpl	prerequisite
metacademy.conditional_independence	metacademy.bayesian_networks	alcpl	prerequisite
lightcast.KS122ZH71HN3JMGYNBS7	metacademy.pca_proof	alcpl	prerequisite
mooccubex.math.零假设	lightcast.KS441KG6TB7QSK6Q7FVH	alcpl	prerequisite
lightcast.KS1261Z68KSKR1X31KS3	metacademy.backpropagation	alcpl	prerequisite
mooccubex.psy.样本	alcpl.data_mining.Data_mining	alcpl	prerequisite
mooccubex.math.算术平均	metacademy.pca_proof	alcpl	prerequisite
alcpl.data_mining.Statistical_dispersion	alcpl.data_mining.Level_of_measurement	alcpl	prerequisite
